# Omega PCC
-300 0.5010272277936203
-295 0.5654765904300175
-290 0.4938379151788358
-285 0.49901540645420067
-280 0.5580667468908651
-275 0.49816293030764824
-270 0.4722660830412477
-265 0.5449070488161532
-260 0.4340430368743723
-255 0.4833760213041619
-250 0.28285398386767113
-245 0.3734854369658025
-240 0.4137994766586667
-235 0.39354730866923004
-230 0.48493375288509954
-225 0.5164804943249879
-220 0.6056424945532941
-215 0.7490485567293564
-210 0.7669892426372584
-205 0.7887369977212195
-200 0.8214015679132813
-195 0.8682896437407521
-190 0.904272947292654
-185 0.8866807961509877
-180 0.9307179454708476
-175 0.937720749870995
-170 0.9410779361119446
-165 0.9491229377007411
-160 0.943324350567537
-155 0.9470357017073401
-150 0.9536102887805269
-145 0.9606870465378692
-140 0.953744994139982
-135 0.9626183824301344
-130 0.9704349288792613
-125 0.974628151589
-120 0.9690307578348847
-115 0.9678383375736772
-110 0.9780748420315459
-105 0.984246091228454
-100 0.9878875940999166
-95 0.9926734511126301
-90 0.9944581521833848
-85 0.9914637997405977
-80 0.9854641456450962
-75 0.9578628779862866
-70 0.9011224633984413
-65 0.7552148916583687
-60 0.511625277108755
-55 0.546217942007444
-50 0.8087047921087664
-45 0.9124019844980696
-40 0.9486879042493117
-35 0.9473600201546896
-30 0.9603161473030739
-25 0.9743633290165437
-20 0.9820325891344743
-15 0.9848942898485111
-10 0.9826948444542996
-5 0.9647712706724787
0 0.9633862760458478
5 0.9524463880599351
10 0.9616685244751588
15 0.9741539810692275
20 0.9798104713146363
25 0.9790928799722427
30 0.9751192323458276
35 0.9754194530190741
40 0.9766395424157239
45 0.971105903448078
50 0.9689921746768393
55 0.965829336126401
60 0.946636983258776
65 0.935958068329233
70 0.8930610736207707
75 0.8552151804679198
80 0.8383510968676823
85 0.7563896288572214
90 0.6680467486276862
95 0.5390708757146204
100 0.47078698752301085
105 0.4168600344560428
110 0.357318319452417
115 -0.07869598302700956
120 -0.15265072634157878
125 -0.00025373154953654787
130 -0.16360401772443822
135 -0.3478242785842585
140 -0.2415386292107645
145 0.05308828931808489
150 0.3948120884376085
155 0.6384944162439457
160 0.678074586013981
165 0.7182646348454347
170 0.8235173721808529
175 0.8863979486079517
180 0.8931939168604053
185 0.9170899023825052
190 0.9352382914512466
195 0.9466083444248983
200 0.9574366945246912
205 0.9695845895030545
210 0.9827026047333816
215 0.9838757851026038
220 0.986993410412835
225 0.9866453723883907
230 0.9841592784825899
235 0.9785650952628007
240 0.9733054221122515
245 0.958195270278642
250 0.9328080607722208
255 0.8839673469864905
260 0.7705352214160495
265 0.4818210790754485
270 -0.07695093372271489
275 -0.6421796187462087
280 -0.8507884427841844
285 -0.8615167308580076
290 -0.8343216447465001
295 -0.8455174500940079
300 -0.8599193616454321
305 -0.8473318540660493
310 -0.7876952243446151
315 -0.44959341635048466
320 0.2049817745826693
325 0.676762833268028
330 0.838299007758772
335 0.9205124022970017
340 0.9600077807535561
345 0.9776263542474672
350 0.9869118030704414
355 0.9916901314490354
360 0.99531370234015
365 0.9978080218600789
370 0.998454675589806
375 0.9975815337395795
380 0.9955647186758868
385 0.9907542262180753
390 0.9806043703621197
395 0.9673082773493507
400 0.951885127528731
405 0.9398506463994105
410 0.9174075021968415
415 0.9189192240923292
420 0.9284989824998466
425 0.9487468000618962
430 0.9535639259936498
435 0.9555536157112334
440 0.9619316054465024
445 0.966488827986389
450 0.9562777485124392
455 0.9563528356417403
460 0.9366933833017147
465 0.9255289065735544
470 0.9168259111061787
475 0.90870222084092
480 0.8983009833519362
485 0.903740218087628
490 0.907680452034569
495 0.9367228630131109
500 0.9345060819860942
505 0.9476618918634666
510 0.9280414198995641
515 0.8865374646423775
520 0.8032221987894088
525 0.8139158649262193
530 0.9431149968776353
535 0.9679892947601694
540 0.982572272558468
545 0.9859175267463458
550 0.9860938428632965
555 0.9878069524362468
560 0.9928462367745846
565 0.9887009244764374
570 0.9693179918918153
575 0.9304482098149778
580 0.9160348822877256
585 0.9183721486267852
590 0.9346268299735461
595 0.9541012575257595
600 0.9723169510959568
605 0.9855584841590423
610 0.9942402423466085
615 0.9981216317058001
620 0.9978505253992471
625 0.996284147765055
630 0.995878754540445
635 0.9941636901105103
640 0.9925556188417617
645 0.9890784251524658
650 0.9872999372913205
655 0.985227858894026
660 0.9774784133156578
665 0.9795106983526102
670 0.9666035966399569
675 0.9474205419957984
680 0.9132213618591793
685 0.8879766803071705
690 0.8807499114365213
695 0.8671877474445397
700 0.8462505902083284
705 0.8267988884446059
710 0.7539744970148953
715 0.6720088900068975
720 0.6644596966812188
725 0.6150711227787848
730 0.41896306441122577
735 0.4255091483267022
740 0.37622185662374596
745 0.28131231288141195
750 0.44473365673749554
755 0.5342345286725871
760 0.46175262737711154
765 0.5350366377165414
770 0.5124732790631393
775 0.4832472778070634
780 0.20630409950002396
785 0.13112354482519967
790 0.06439087039294661
795 0.1541114225584927
