# Omega PCC
-300 0.49656103948529073
-295 0.5795907574675541
-290 0.5413143818165046
-285 0.5525274414793944
-280 0.585834310522481
-275 0.516872583880398
-270 0.5700061454842906
-265 0.5403005134801755
-260 0.49865674413365524
-255 0.5443611974111253
-250 0.46908881281096587
-245 0.5044277972577245
-240 0.5860079452754074
-235 0.6512587231639511
-230 0.7386100177409792
-225 0.7695049932059279
-220 0.813631075702269
-215 0.8251213759720661
-210 0.8651469401552185
-205 0.9018333680109634
-200 0.8769782129861822
-195 0.9180064797771281
-190 0.9451780040221547
-185 0.9440041189964492
-180 0.9554247016709292
-175 0.9418559772372606
-170 0.945186769413392
-165 0.9490205175858424
-160 0.9564593055920431
-155 0.9452531045113761
-150 0.9406712289149213
-145 0.9452966041751543
-140 0.9457530407466618
-135 0.9483299561149197
-130 0.9471212157260531
-125 0.9506448284010827
-120 0.9613606933803512
-115 0.9665926969098426
-110 0.9748288215681427
-105 0.9814377983916649
-100 0.987558364037989
-95 0.9899829528223199
-90 0.9888247999019175
-85 0.9837453221264383
-80 0.9760688303588436
-75 0.9630241102483581
-70 0.9388029399322388
-65 0.9043100807337088
-60 0.86917002288732
-55 0.8673044828125476
-50 0.8949131075782966
-45 0.9087410546582619
-40 0.9300644473926514
-35 0.952373875377595
-30 0.9619290085802435
-25 0.9671844762942678
-20 0.9641425898606515
-15 0.9613101798861197
-10 0.9500654221208168
-5 0.9243204102621152
0 0.9390552869049915
5 0.9573039679689246
10 0.9714764111965657
15 0.9804790148191513
20 0.9847721523754318
25 0.9865671231992761
30 0.9886047048801823
35 0.9855807240762278
40 0.9767551207537519
45 0.9730152880286123
50 0.9757848382147973
55 0.9680775115664286
60 0.9611206025554307
65 0.9583478566323288
70 0.9486067561017999
75 0.9422722884565223
80 0.9329834265554766
85 0.9138823047138243
90 0.9024707156451157
95 0.862100360117096
100 0.7635566249091824
105 0.6299398551030292
110 0.5344243336169517
115 0.4463054731460647
120 0.2629802863093203
125 0.1778465969342661
130 0.03190762561014458
135 0.2072252945436629
140 0.3819597465110271
145 0.38771479078458626
150 0.5000730087780175
155 0.643620268030854
160 0.7533471357046424
165 0.8502101415750971
170 0.9012796838656647
175 0.9143370027795922
180 0.9304373668008858
185 0.9511850482708312
190 0.9605570736097431
195 0.9765136997471142
200 0.98170611826781
205 0.9841534877639333
210 0.9853997306512077
215 0.9863679414168266
220 0.9910511732525327
225 0.9908694300571611
230 0.990546913692236
235 0.9887310723538985
240 0.9843376412178915
245 0.9742408948626475
250 0.9507340810728124
255 0.899255283744221
260 0.7571932879619301
265 0.4505340492176219
270 -0.024216495000854397
275 -0.46986479258371694
280 -0.729047019241723
285 -0.8574292383560703
290 -0.8618523451976365
295 -0.8217511325428013
300 -0.7612156509155946
305 -0.6041082191287883
310 -0.34028831674956705
315 0.10148872448529969
320 0.5287817927377232
325 0.7541727104097394
330 0.8612075173487082
335 0.9151175824828286
340 0.9445614188974365
345 0.962358448150562
350 0.9771280863103782
355 0.9868723189263128
360 0.9925573664199308
365 0.9958654378549291
370 0.9970684400810059
375 0.995191102918946
380 0.9905131916327301
385 0.9821096018150175
390 0.970648301386144
395 0.9576024055067549
400 0.9410868346771382
405 0.9278047323012941
410 0.9197068174641485
415 0.919658914522373
420 0.9275753855658013
425 0.9479789028347501
430 0.9604731189631682
435 0.9745159935228322
440 0.9772014602908567
445 0.973927126716232
450 0.9718741072265168
455 0.972427684484025
460 0.9699289367258404
465 0.9673206639644555
470 0.9649604602120635
475 0.954289302377948
480 0.9458825237015038
485 0.9322451581813631
490 0.91645518096214
495 0.9153931392995427
500 0.9190159000160718
505 0.9140932884872648
510 0.8668900861468697
515 0.6854895086564321
520 0.6486174173547348
525 0.7587895510952233
530 0.9017234715010669
535 0.9685785202616575
540 0.9846410184885094
545 0.990232238349523
550 0.9926751449646385
555 0.9896419480115353
560 0.9663575198921326
565 0.9420897749163956
570 0.9191443028741372
575 0.9151493285787986
580 0.9184283510964006
585 0.9275120415837714
590 0.9367254582086291
595 0.9480431295378712
600 0.9584780230058698
605 0.9697807598983552
610 0.9805901106179693
615 0.9886080251171465
620 0.9947434429978431
625 0.9974144590758314
630 0.9975044289508703
635 0.9961631396661902
640 0.9958310942748503
645 0.9943491300052628
650 0.9932501963387708
655 0.9910412776038824
660 0.9889526686654191
665 0.9865551800519623
670 0.9843286013331847
675 0.9812107820396911
680 0.9763675377480587
685 0.96533746719753
690 0.9498697209718587
695 0.9254952067494404
700 0.9200584235821415
705 0.9080582686207294
710 0.8892281388604082
715 0.8608474612459218
720 0.8015327509217118
725 0.7638126414554214
730 0.7208576685674888
735 0.7188701505963246
740 0.622271396050611
745 0.5326107307755403
750 0.6141572166449252
755 0.5248460670081938
760 0.5952587978638264
765 0.6137514456242741
770 0.44995362617608603
775 0.411393704200125
780 0.4099502534539025
785 0.38007132156851775
790 0.43326582552352955
795 0.42500842259612576
